id,sex,text,time,text/text,text/type
51789,3,"тихо, гладко, прохладно ",2020-08-28T14:17:32,,
51790,3,включись,2020-08-28T14:20:03,,
51791,3,озеро прозрачная стоящая тихая,2020-08-28T14:40:37,,
51792,3,волшу шерсть,2020-08-28T14:43:38,,
51793,3,"волны, шум, сырость ",2020-08-28T14:47:07,,
51794,3,продолжить тест,2020-08-28T14:50:13,,
51795,3,состояние спокойствия полноценного ублюда,2020-08-28T14:55:10,,
51796,3,не верю,2020-08-28T14:57:59,,
51797,3,большой без крайний,2020-08-28T14:58:29,,
51798,3,игоря,2020-08-28T15:02:24,,
51799,3,мне нравится вода потому что она красивая не нравится купаться нравится шум моря мне нравится потому что она прискается волна бывает можно купаться плавать,2020-08-28T15:18:55,,
51800,3,рыбы,2020-08-28T15:25:51,,
51801,3,жизнь жизнь жизнь,2020-08-28T15:47:22,,
51802,3,давай сыграем в другую игру,2020-08-28T15:55:10,,
51803,3,красивый,2020-08-28T16:05:40,,
51804,3,с пешком,2020-08-28T16:13:51,,
51805,3,ты тупая,2020-08-28T16:17:33,,
51806,3,алиса миелофон,2020-08-28T16:28:19,,
51807,3,грязная мокрая из за дождя,2020-08-28T16:36:56,,
51808,3,писюнчик,2020-08-28T17:07:11,,
51809,3,это собака,2020-08-28T17:18:13,,
51810,3,нежная,2020-08-28T17:20:54,,
51811,3,таинственный,2020-08-28T17:21:25,,
51812,3,давай играть в игру познай себя,2020-08-28T17:23:16,,
51813,3,аааааааааааааааааааааааааааааааааааааааааааааааа,2020-08-28T17:24:31,,
51814,3,длинная,2020-08-28T17:25:50,,
51815,3,мокрая,2020-08-28T17:27:41,,
51816,3,я туда поставь нападаю,2020-08-28T17:40:06,,
51817,3,можно купаться,2020-08-28T17:44:58,,
51818,3,я не знаю зачем,2020-08-28T17:47:30,,
51819,3,море,2020-08-28T17:48:22,,
51820,3,глубокое большое можно плавать,2020-08-28T17:52:20,,
51821,3,озеро круглое уже маленькая очень длинный,2020-08-28T18:03:49,,
51822,3,блеск и,2020-08-28T18:03:52,,
51823,3,волнует,2020-08-28T18:05:28,,
51824,3,вода она хорошая море длинное озеро она круглая уже маленькая ей самый длинный,2020-08-28T18:06:35,,
51825,3,ты мягенькая,2020-08-28T18:20:41,,
51826,3,быстро умная,2020-08-28T18:20:43,,
51827,3,ну я знаю что вода мокрая,2020-08-28T18:39:17,,
51828,3,подожди я еще не отвечаю,2020-08-28T18:43:17,,
51829,3,вода мокрая,2020-08-28T18:45:26,,
51830,3,много воды,2020-08-28T18:48:07,,
51831,3,глубоко огромное приятно,2020-08-28T18:48:15,,
51832,3,свобода простор уют,2020-08-28T18:48:42,,
51833,3,я писала,2020-08-28T18:50:20,,
51834,3,глубокое бой с участием,2020-08-28T19:00:21,,
51835,3,оно очень большое,2020-08-28T19:07:20,,
51836,3,желтый ручей,2020-08-28T19:14:04,,
51837,3,желтая лужа,2020-08-28T19:16:03,,
51838,3,море оно очень красивая,2020-08-28T19:20:37,,
51839,3,нет,2020-08-28T19:25:45,,
51840,3,синий,2020-08-28T19:28:55,,
51841,3,алиса он нормальная бумажные кораблики,2020-08-28T19:35:02,,
51842,3,озеро,2020-08-28T19:35:28,,
51843,3,ты что уснула,2020-08-28T19:36:48,,
51844,3,один,2020-08-28T19:39:32,,
51845,3,не надо тесты,2020-08-28T19:39:40,,
51846,3,озеро,2020-08-28T19:42:33,,
51847,3,холодный,2020-08-28T20:10:34,,
51848,3,быстрый шумный чистый,2020-08-28T20:15:44,,
51849,3,журчит льется веселый,2020-08-28T20:26:12,,
51850,3,течет шумит и холодненькая водичка,2020-08-28T20:33:50,,
51851,3,огонь дракона,2020-08-28T20:41:44,,
51852,3,ручьи,2020-08-28T20:45:01,,
51853,3,тихая без крайние теплое,2020-08-28T21:27:51,,
51854,3,игра сто к одному,2020-08-28T21:29:22,,
51855,3,какашечные люди,2020-08-28T21:50:15,,
51856,3,"спокойствие, умиретворение, чистота",2020-08-28T22:16:33,,
51857,3,жидкое постоянно в движении большие молекулы,2020-08-28T22:29:56,,
51858,3,жидкое постоянно в движении,2020-08-28T22:31:39,,
51859,3,"серая, грязная, мокрая ",2020-08-28T22:35:53,,
51860,3,природа это чудесно,2020-08-28T22:42:24,,
51861,3,блевота,2020-08-28T22:48:29,,
51862,3,белая горная река,2020-08-28T23:22:01,,
51863,3,чистый прозрачный сильный быстрый,2020-08-28T23:33:47,,
51864,3,вода,2020-08-28T23:51:14,,
51865,3,твердое холодное голубое,2020-08-28T23:55:07,,
51866,3,большое могучая страшная,2020-08-29T00:43:47,,
51867,3,маленькая воняет желтые,2020-08-29T01:11:26,,
51868,3,дождь купаться,2020-08-29T01:14:59,,
51869,3,сильно сильно,2020-08-29T01:57:35,,
51870,3,лягушка,2020-08-29T03:07:49,,
51871,3,море,2020-08-29T03:47:24,,
51872,3,представь что,2020-08-29T03:55:36,,
51873,3,большое глубокая красивая,2020-08-29T05:01:08,,
51874,3,большое ушастое добрые черты характера милый и маленький,2020-08-29T05:04:53,,
51875,3,аляска парусина на море,2020-08-29T05:49:56,,
51876,3,привет,2020-08-29T05:55:49,,
51877,3,речка,2020-08-29T07:31:34,,
51878,3,я поступаю скрываться этим ртом и нога у меня отваливается на голову,2020-08-29T07:37:49,,
51879,3,лава,2020-08-29T07:38:38,,
51880,3,большое безграничная спокойная,2020-08-29T08:55:57,,
51881,3,не слышит меня к тебе,2020-08-29T09:59:40,,
51882,3,определил,2020-08-29T10:03:47,,
51883,3,она пушистая красивая маленький хвостик,2020-08-29T10:05:03,,
51884,3,спокойствие масштаб выразительность,2020-08-29T10:12:31,,
51885,3,как на руси мозоли одна леска на простом вика пони и что там сделаешь одну лески и парусина надо,2020-08-29T10:19:10,,
51886,3,море холодное,2020-08-29T10:46:13,,
51887,3,спокойный,2020-08-29T10:46:31,,
51888,3,ручей громкий холодный,2020-08-29T10:49:57,,
51889,3,как океан озеро как,2020-08-29T10:50:36,,
51890,3,на большой сом и очень красивые,2020-08-29T11:17:01,,
51891,3,море,2020-08-29T11:22:47,,
51892,3,а потому что ее дождь и делаются лужи и лучше они них невозможно утонуть возможно знать но только мелким живность,2020-08-29T11:25:28,,
51893,3,оно большое,2020-08-29T11:29:59,,
51894,3,Длинный синий красивый,2020-08-29T11:30:12,,
51895,3,жидкий голубой синий,2020-08-29T11:49:42,,
51896,3,жидкий синий голубой,2020-08-29T11:54:11,,
51897,3,я боюсь море озеро где очень глубоко там могут быть разные и там еще кто то неизвестно кто поэтому я не люблю я боюсь,2020-08-29T11:55:12,,
51898,3,они,2020-08-29T12:08:17,,
51899,3,это водоемы,2020-08-29T12:12:55,,
51900,3,мой безграничные,2020-08-29T12:16:48,,
51901,3,глубокий,2020-08-29T12:19:35,,
51902,3,холод собачий вода холодная и не глубоко вообще говно какое то,2020-08-29T12:19:44,,
51903,3,камно,2020-08-29T12:22:15,,
51904,3,круглые,2020-08-29T12:27:13,,
51905,3,ручей потому что из него но какие то свете и ручей это полезная вещь,2020-08-29T12:31:25,,
51906,3,не почти везде,2020-08-29T12:31:31,,
51907,3,потому что можно на ней прыгать оттуда собаки пить просто так она может сделать грязь,2020-08-29T12:36:12,,
51908,3,"Холод, хмурость, загадочность",2020-08-29T12:54:05,,
51909,3,вода же холодная,2020-08-29T13:05:31,,
51910,3,мокрая жидкая холодная,2020-08-29T13:09:24,,
51911,3,изменчивость прохлада спокойствие,2020-08-29T13:10:52,,
51912,3,зарядка ноги,2020-08-29T13:22:16,,
51913,3,сейчас опоздаю,2020-08-29T13:23:11,,
51914,3,лошадь,2020-08-29T13:33:56,,
51915,3,соленые волнистые синие,2020-08-29T13:35:26,,
51916,3,короче аква дым,2020-08-29T13:36:43,,
51917,3,"маленькое, грязное, некрасивое.",2020-08-29T13:37:02,,
51918,3,значит как сделать да и там вика по лесу и так и еще аляска появилась и парусина моле моле моле,2020-08-29T13:57:21,,
51919,3,море,2020-08-29T14:24:12,,
51920,3,ручей,2020-08-29T14:28:29,,
51921,3,большое синее соленое,2020-08-29T14:30:14,,
51922,3,продолжаем играть,2020-08-29T14:46:18,,
51923,3,быстрый ручей спокойное озеро,2020-08-29T14:49:54,,
51924,3,сири,2020-08-29T14:50:06,,
51925,3,дед мороз,2020-08-29T14:56:56,,
51926,3,ручей,2020-08-29T15:02:48,,
51927,3,спокойная или сильная,2020-08-29T15:04:28,,
51928,3,глубина сила шторм,2020-08-29T15:36:35,,
51929,3,ну это все стоит из воды,2020-08-29T15:39:22,,
51930,3,море,2020-08-29T15:40:09,,
51931,3,я удаляюсь,2020-08-29T15:47:40,,
51932,3,настоящая,2020-08-29T15:51:29,,
51933,3,включи,2020-08-29T16:49:28,,
51934,3,валентность,2020-08-29T17:08:22,,
51935,3,окей вешать,2020-08-29T17:21:40,,
51936,3,боже вообще то уже,2020-08-29T17:45:17,,
51937,3,чистый,2020-08-29T17:46:13,,
51938,3,большое теплое,2020-08-29T17:58:03,,
51939,3,большое,2020-08-29T18:03:56,,
51940,3,тонкий прозрачный чистый,2020-08-29T18:12:34,,
51941,3,соленые мокрые,2020-08-29T18:20:26,,
51942,3,умиротворение скорость красота,2020-08-29T18:26:46,,
51943,3,соленое,2020-08-29T18:34:59,,
51944,3,прозрачная,2020-08-29T18:36:04,,
51945,3,тихое и спокойное и буйное иногда,2020-08-29T18:36:21,,
51946,3,о боже только не желтый ручей,2020-08-29T18:46:57,,
51947,3,оно гладкое и хорошая тех,2020-08-29T18:49:02,,
51948,3,чего я не понял,2020-08-29T18:49:41,,
51949,3,ты что обоссалась,2020-08-29T18:51:33,,
51950,3,шуршащая,2020-08-29T19:09:15,,
51951,3,море,2020-08-29T19:17:02,,
51952,3,море -очень большое и чаще тёплое,2020-08-29T19:17:41,,
51953,3,дальше,2020-08-29T19:19:37,,
51954,3,бушующий волнистый,2020-08-29T19:27:53,,
51955,3,в смысле это как,2020-08-29T19:33:09,,
51956,3,жидкая прозрачная,2020-08-29T19:39:00,,
51957,3,сонный,2020-08-29T19:42:30,,
51958,3,включай,2020-08-29T19:47:52,,
51959,3,"Море: очень большое, в нём плавают, оно тёплое",2020-08-29T19:48:46,,
51960,3,спокойная и бесконечная,2020-08-29T19:52:11,,
51961,3,у моря,2020-08-29T20:02:11,,
51962,3,отдых,2020-08-29T20:53:20,,
51963,3,маленькая большое глубокое быстрое,2020-08-29T20:59:23,,
51964,3,красиво можно расслаблять хоть море загорает сила у меня не круто,2020-08-29T21:27:25,,
51965,3,теплая спокойная,2020-08-29T21:53:45,,
51966,3,чистый,2020-08-29T21:54:42,,
51967,3,спокойная,2020-08-29T21:55:56,,
51968,3,сила,2020-08-29T22:00:44,,
51969,3,страх глубина ужас,2020-08-29T22:01:21,,
51970,3,"холодный, прозрачный, сверкающий",2020-08-29T22:03:24,,
51971,3,глубокий тихий спокойный,2020-08-29T22:12:05,,
51972,3,"глубокое, бескрайние,спокойное",2020-08-29T22:13:21,,
51973,3,ляпота ,2020-08-30T00:17:54,,
51974,3,мне больше нравится море и озеро,2020-08-30T00:24:24,,
51975,3,лужи,2020-08-30T00:56:17,,
51976,3,"грустно, спокойно, одиноко",2020-08-30T01:32:35,,
51977,3,прием,2020-08-30T06:05:36,,
51978,3,жизнь,2020-08-30T06:33:15,,
51979,3,одинокая покорная тусклая спокойные,2020-08-30T07:03:05,,
51980,3,"Глубокий, безграничный и огромный ",2020-08-30T07:19:16,,
51981,3,она чистая,2020-08-30T07:52:41,,
51982,3,это озеро нарыч такое,2020-08-30T08:41:00,,
51983,3,что оно приятное,2020-08-30T08:56:54,,
51984,3,и она все зажигает,2020-08-30T09:29:43,,
51985,3,продолжай тест,2020-08-30T09:59:15,,
51986,3,да,2020-08-30T10:01:31,,
51987,3,океан,2020-08-30T10:06:26,,
51988,3,семерки,2020-08-30T10:09:20,,
51989,3,лавовый океан,2020-08-30T10:12:36,,
51990,3,тьма и,2020-08-30T10:14:00,,
51991,3,соленое,2020-08-30T10:16:30,,
51992,3,продолжи,2020-08-30T10:19:07,,
51993,3,море большое глубокое и,2020-08-30T10:20:24,,
51994,3,синий цвет солнце рыбы,2020-08-30T10:30:16,,
51995,3,это фиаско братан,2020-08-30T10:32:05,,
51996,3,море,2020-08-30T10:48:05,,
51997,3,я не могу до тебя с ней,2020-08-30T11:02:14,,
51998,3,находится в турции в анапе на многих странах туда куда можно долететь на самолете,2020-08-30T11:07:05,,
51999,3,море это отдых,2020-08-30T11:13:12,,
52000,3,море,2020-08-30T11:14:19,,
52001,3,море она красивая озеро она классная она как,2020-08-30T11:17:16,,
52002,3,такое соленое такое плавательное такое теплое,2020-08-30T11:17:17,,
52003,3,ручей быстрый наводящий прикольные,2020-08-30T11:21:14,,
52004,3,отдых веселье девушки,2020-08-30T11:27:41,,
52005,3,текущий и бесконечный,2020-08-30T11:33:56,,
52006,3,сука,2020-08-30T11:43:29,,
52007,3,ужас,2020-08-30T12:03:31,,
52008,3,клип,2020-08-30T12:07:16,,
52009,3,ничего продолжай,2020-08-30T12:12:24,,
52010,3,выход,2020-08-30T12:21:35,,
52011,3,спокойно,2020-08-30T12:53:22,,
52012,3,я люблю водопад потому что всегда вода с него падает она идет в ручей это красиво,2020-08-30T12:54:24,,
52013,3,я люблю водопад хотя это вообще никогда не бывает,2020-08-30T12:59:10,,
52014,3,играем,2020-08-30T13:01:04,,
52015,3,ой,2020-08-30T13:02:53,,
52016,3,вообще то водопад золотой волшебный очень красиво так что я хочу там пообедать,2020-08-30T13:07:23,,
52017,3,а ты настоящая,2020-08-30T13:10:11,,
52018,3,озеро,2020-08-30T13:13:11,,
52019,3,большое голубое шумные,2020-08-30T13:46:20,,
52020,3,прикольно классно офигенно,2020-08-30T14:07:55,,
52021,3,gangnam style,2020-08-30T14:12:12,,
52022,3,спокойная,2020-08-30T14:16:15,,
52023,3,давид,2020-08-30T14:16:21,,
52024,3,мячик,2020-08-30T14:22:35,,
52025,3,какую то непонятная глубокая нет умоляющая не то жидкое да нет,2020-08-30T14:26:43,,
52026,3,море,2020-08-30T14:30:48,,
52027,3,какое то странное билли вообще на а не отдам,2020-08-30T14:36:45,,
52028,3,уже я мой песок,2020-08-30T14:47:03,,
52029,3,подоконник,2020-08-30T14:51:42,,
52030,3,текущая спокойная мокрая,2020-08-30T14:52:05,,
52031,3,бездомная,2020-08-30T15:17:00,,
52032,3,иди на хуй тогда,2020-08-30T15:17:26,,
52033,3,шумит течет,2020-08-30T15:26:11,,
52034,3,а ты вот это,2020-08-30T15:26:24,,
52035,3,алена все время движется и если выпьешь что будет рвать тебя целый день,2020-08-30T15:54:56,,
52036,3,ты очень красивая,2020-08-30T15:59:30,,
52037,3,лягушка,2020-08-30T16:17:39,,
52038,3,сплю,2020-08-30T16:19:35,,
52039,3,гладкий,2020-08-30T16:22:56,,
52040,3,алиса,2020-08-30T16:37:18,,
52041,3,озеро,2020-08-30T16:42:00,,
52042,3,большое величественное,2020-08-30T16:55:55,,
52043,3,бамбони,2020-08-30T17:16:21,,
52044,3,Море,2020-08-30T17:21:53,,
52045,3,один,2020-08-30T17:24:51,,
52046,3,да,2020-08-30T17:27:18,,
52047,3,я дал,2020-08-30T17:30:14,,
52048,3,дал,2020-08-30T17:36:21,,
52049,3,я не знаю как это делать,2020-08-30T17:36:47,,
52050,3,темная,2020-08-30T17:40:58,,
52051,3,дальше,2020-08-30T17:46:21,,
52052,3,дальше,2020-08-30T18:18:33,,
52053,3,очей он течет пьется шипит,2020-08-30T18:18:40,,
52054,3,море большое синяя свободная,2020-08-30T18:36:14,,
52055,3,давай играть,2020-08-30T19:11:12,,
52056,3,быстро,2020-08-30T19:26:36,,
52057,3,море очень красивое оно мне нравится под него можно очень сильно уснуть,2020-08-30T19:27:00,,
52058,3,море очень красивая умная и кайфующее,2020-08-30T19:28:57,,
52059,3,учи спокойствие уверенность,2020-08-30T19:30:54,,
52060,3,а у меня есть рондо океан это море или вообще водопад,2020-08-30T19:38:57,,
52061,3,да ну тебя,2020-08-30T19:42:47,,
52062,3,продолжить игру,2020-08-30T19:54:45,,
52063,3,красивая,2020-08-30T19:59:13,,
52064,3,озеро,2020-08-30T20:27:39,,
52065,3,волнение вода,2020-08-30T20:28:39,,
52066,3,море волнительная,2020-08-30T20:31:21,,
52067,3,ручей,2020-08-30T20:35:59,,
52068,3,гладь,2020-08-30T20:54:13,,
52069,3,приятно,2020-08-30T21:04:47,,
52070,3,безграничная умиротворенная,2020-08-30T21:07:01,,
52071,3,море песок отдых,2020-08-30T21:38:14,,
52072,3,по берегам камня,2020-08-30T21:41:41,,
52073,3,борная прозрачная,2020-08-30T21:45:55,,
52074,3,подушка,2020-08-30T21:47:53,,
52075,3,чистая красивая легкая,2020-08-30T21:49:40,,
52076,3,запусти навык угадай мелодию,2020-08-30T21:58:59,,
52077,3,бушующая,2020-08-30T22:08:05,,
52078,3,я ничего не понял,2020-08-30T22:17:38,,
52079,3,волны мягкие,2020-08-30T22:24:20,,
52080,3,заново,2020-08-30T22:29:27,,
52081,3,глубокий,2020-08-30T22:32:14,,
52082,3,море,2020-08-30T23:10:24,,
52083,3,глубоко,2020-08-30T23:16:01,,
52084,3,красиво,2020-08-30T23:19:08,,
52085,3,тепло,2020-08-30T23:23:38,,
52086,3,огромные уши,2020-08-31T00:00:15,,
52087,3,огромные лужи,2020-08-31T00:04:25,,
52088,3,огромное спокойное синее,2020-08-31T00:12:04,,
52089,3,мокрый сиси,2020-08-31T00:14:02,,
52090,3,назад,2020-08-31T00:14:37,,
52091,3,спокойной широкий красивый,2020-08-31T00:15:47,,
52092,3,мой,2020-08-31T00:34:31,,
52093,3,красивая теплая,2020-08-31T01:15:07,,
52094,3,"спокойствие, умиротворение, познание себя",2020-08-31T01:42:52,,
52095,3,озера,2020-08-31T05:47:32,,
52096,3,спокойной ,2020-08-31T05:52:29,,
52097,3,спокойной ,2020-08-31T05:53:40,,
52098,3,идет по течению журчание,2020-08-31T05:59:55,,
52099,3,лужа маленькая,2020-08-31T06:38:13,,
52100,3,течение опять же умиротворение жизнь,2020-08-31T07:54:13,,
52101,3,"Течение, вода, релакс",2020-08-31T08:24:34,,
52102,3,включи который течет очень быстро,2020-08-31T08:36:16,,
52103,3,буль буль буль буль буль буль буль,2020-08-31T08:40:00,,
52104,3,голубое нежные,2020-08-31T09:28:10,,
52105,3,давай дальше дальше,2020-08-31T10:02:26,,
52106,3,вода купания купальник,2020-08-31T10:06:39,,
52107,3,дальше,2020-08-31T10:07:05,,
52108,3,что такое определение,2020-08-31T10:10:56,,
52109,3,мокро много воды,2020-08-31T10:15:09,,
52110,3,мужа,2020-08-31T10:21:50,,
52111,3,море и очень красивая,2020-08-31T10:24:09,,
52112,3,я не хочу так что давай,2020-08-31T10:34:37,,
52113,3,текущая грязная,2020-08-31T10:39:55,,
52114,3,быстрый русский,2020-08-31T11:02:19,,
52115,3,жидкое мокрая прозрачная,2020-08-31T11:03:11,,
52116,3,быстрый узкий красивый,2020-08-31T11:03:49,,
52117,3,не знаю,2020-08-31T11:09:13,,
52118,3,членистый тупоголовый перистый,2020-08-31T11:16:22,,
52119,3,ввввввввааааппрррроллллллл,2020-08-31T11:18:17,,
52120,3,гармоничная,2020-08-31T11:39:46,,
52121,3,блин,2020-08-31T12:05:11,,
52122,3,люблю петь читать,2020-08-31T12:07:45,,
52123,3,синяя,2020-08-31T12:11:00,,
52124,3,лед,2020-08-31T12:15:19,,
52125,3,спокойная красивая тихая,2020-08-31T12:22:46,,
52126,3,вот наверно,2020-08-31T12:26:19,,
52127,3,мокрая приятное спокойное,2020-08-31T12:29:34,,
52128,3,вода жидкая мокрая,2020-08-31T12:30:55,,
52129,3,и очень большое,2020-08-31T12:32:11,,
52130,3,спокойствие распространение очень далеко семь приятно синева,2020-08-31T12:37:27,,
52131,3,бескрайняя приятная спокойная,2020-08-31T12:40:50,,
52132,3,текучая плавная красивая,2020-08-31T12:49:10,,
52133,3,море,2020-08-31T12:56:21,,
52134,3,ера,2020-08-31T13:02:26,,
52135,3,давай начнем заново извини я ничего не поняла,2020-08-31T13:07:09,,
52136,3,соленое море,2020-08-31T13:11:23,,
52137,3,вода,2020-08-31T13:12:53,,
52138,3,вода,2020-08-31T13:25:06,,
52139,3,спокойствие смирения прозрачность,2020-08-31T13:26:10,,
52140,3,продолжай,2020-08-31T13:28:53,,
52141,3,ты меня слышишь,2020-08-31T13:39:04,,
52142,3,разве в воду,2020-08-31T13:40:10,,
52143,3,спокойное расслабляющее,2020-08-31T13:42:01,,
52144,3,тишина в блеск тишина спокойствие,2020-08-31T13:47:36,,
52145,3,какая у вас игра есть еще,2020-08-31T13:58:46,,
52146,3,числа,2020-08-31T14:25:20,,
52147,3,морские ракушки,2020-08-31T14:30:26,,
52148,3,это море спокойная синяя теплая,2020-08-31T14:30:32,,
52149,3,вода такая приятная и слегка прохладно а иногда бывает теплый,2020-08-31T14:33:35,,
52150,3,отлично теперь в образе состояния воды морей,2020-08-31T14:38:13,,
52151,3,море,2020-08-31T14:40:48,,
52152,3,морена мокрая синяя и красивая,2020-08-31T14:46:48,,
52153,3,море она мокрая синяя красивая,2020-08-31T14:49:19,,
52154,3,чистая прозрачная расслабляющая,2020-08-31T15:01:09,,
52155,3,маленькое большое и не маленькая,2020-08-31T15:02:00,,
52156,3,собака черная характер хороший добрый любимый,2020-08-31T15:05:53,,
52157,3,море озеро и ручей это вода,2020-08-31T15:10:00,,
52158,3,глубокая спокойная холодная,2020-08-31T15:15:47,,
52159,3,очень красивая вода в которой приятно плавать,2020-08-31T15:20:42,,
52160,3,спокойствие отвенность,2020-08-31T15:34:33,,
52161,3,быстрая прозрачное чистое,2020-08-31T15:42:12,,
52162,3,короче,2020-08-31T15:49:56,,
52163,3,где,2020-08-31T16:01:15,,
52164,3,мягкое,2020-08-31T16:04:28,,
52165,3,мокрая веселая,2020-08-31T16:17:48,,
52166,3,море в нем всегда плавают такие маленькие рыбки медузы море это спокойствие для меня море это веселье а спокойствие,2020-08-31T16:31:19,,
52167,3,море ведь оно все такое как растворенное,2020-08-31T16:35:01,,
52168,3,классная,2020-08-31T16:37:26,,
52169,3,давай сыграем в тест распознай себя,2020-08-31T16:41:02,,
52170,3,отдохнуть и расслабиться и сосредоточиться с мыслями,2020-08-31T16:43:29,,
52171,3,море,2020-08-31T16:47:50,,
52172,3,тихо спокойно красиво,2020-08-31T16:53:11,,
52173,3,если честно то у меня океан,2020-08-31T16:56:27,,
52174,3,спокойная у меня тут вареная быстрая,2020-08-31T16:58:32,,
52175,3,это вода очень большая,2020-08-31T17:05:49,,
52176,3,это вода очень глубокая чистая глупая и очень много рыбы,2020-08-31T17:08:46,,
52177,3,чего я ничего не поняла зачем мне представлять его уже какой то,2020-08-31T17:31:27,,
52178,3,спокойное больно,2020-08-31T17:37:14,,
52179,3,гладкая волнистая бурлящая,2020-08-31T18:18:29,,
52180,3,я купаюсь очень чисто чистый чистый меня хвали хвали хвали,2020-08-31T18:36:39,,
52181,3,большое соленое теплое,2020-08-31T18:42:11,,
52182,3,море бурлин,2020-08-31T18:44:37,,
52183,3,успокойся,2020-08-31T19:04:26,,
52184,3,море,2020-08-31T19:05:27,,
52185,3,большое волнистое твердые,2020-08-31T19:11:21,,
52186,3,мягкое плавное получше,2020-08-31T19:16:05,,
52187,3,бриз,2020-08-31T20:14:41,,
52188,3,красивая не заканчивающиеся голубое,2020-08-31T20:18:10,,
52189,3,тихо спокойная а может быть даже не тихо,2020-08-31T20:30:58,,
52190,3,ты что так красивая,2020-08-31T20:45:32,,
52191,3,спокойная ровная гладь,2020-08-31T20:46:47,,
52192,3,прозрачность,2020-08-31T20:51:50,,
52193,3,море классно супер,2020-08-31T21:01:30,,
52194,3,уравновешенность,2020-08-31T21:11:53,,
52195,3,состояние воды я думаю море,2020-08-31T21:13:22,,
52196,3,волна,2020-08-31T21:24:39,,
52197,3,давай продолжать,2020-08-31T21:40:57,,
52198,3,море большое спокойная обволакивающее,2020-08-31T21:43:57,,
52199,3,расслабленность,2020-08-31T21:49:56,,
52200,3,"Успокаивающее, властное, свободное",2020-08-31T21:58:06,,
52201,3,будем плавать много людей ему можно прыгать купаться но такое глубокое,2020-08-31T21:59:20,,
52202,3,она мокрая и маленькая слишком,2020-08-31T22:04:19,,
52203,3,заснула,2020-08-31T22:35:24,,
52204,3,спокойная неподвижная тихая,2020-08-31T23:09:45,,
52205,3,теплая красивая волнуется,2020-08-31T23:33:14,,
52206,3,море за то что она большой бесконечно,2020-09-01T01:30:07,,
52207,3,пройди тест заново,2020-09-01T04:20:21,,
52208,3,а у тебя новая глубокая и страшная,2020-09-01T04:23:03,,
52209,3,отдых,2020-09-01T04:39:38,,
52210,3,чей журчит вода стручит красивые цветы на поляне,2020-09-01T04:48:49,,
52211,3,быстрый чистый,2020-09-01T04:54:18,,
52212,3,Течёт,2020-09-01T05:34:29,,
52213,3,ку ку,2020-09-01T07:48:53,,
52214,3,водопад,2020-09-01T08:33:46,,
52215,3,море соленое озеро пресное лужи пресные ручей пресная,2020-09-01T09:13:59,,
52216,3,море,2020-09-01T09:25:37,,
52217,3,"спокойное, гладкое, бирюзовый",2020-09-01T09:31:18,,
52218,3,три,2020-09-01T09:35:41,,
52219,3,море оно очень большое красивое,2020-09-01T09:37:12,,
52220,3,жидкий волнистый,2020-09-01T09:37:32,,
52221,3,ты что тебе мах что ли,2020-09-01T09:50:56,,
52222,3,море,2020-09-01T09:53:23,,
52223,3,поток,2020-09-01T10:01:23,,
52224,3,море море,2020-09-01T10:26:45,,
52225,3,камыши стоячая вода пляж,2020-09-01T10:46:39,,
52226,3,море волны вода в песок,2020-09-01T11:02:28,,
52227,3,водная хрень пипец,2020-09-01T11:08:25,,
52228,3,ты я,2020-09-01T11:10:36,,
52229,3,соленое глубокое в нем есть медуза,2020-09-01T11:14:06,,
52230,3,ты бушующий красивый,2020-09-01T11:18:36,,
52231,3,каждая из этих слов,2020-09-01T11:39:58,,
52232,3,буль буль буль буль,2020-09-01T11:48:18,,
52233,3,я уже дала,2020-09-01T12:09:19,,
52234,3,я дома,2020-09-01T12:12:22,,
52235,3,расскажи поподробнее,2020-09-01T12:17:41,,
52236,3,море,2020-09-01T12:22:41,,
52237,3,голые девушки,2020-09-01T12:24:46,,
52238,3,большие волны красивое соленое,2020-09-01T12:40:33,,
52239,3,ручей спокойный журчащий сверкающий,2020-09-01T13:25:05,,
52240,3,море,2020-09-01T13:25:43,,
52241,3,каляка,2020-09-01T13:29:25,,
52242,3,я бревнами,2020-09-01T13:32:19,,
52243,3,ручей журчащий быстрый бегущий,2020-09-01T13:40:33,,
52244,3,приятно тепло уютно,2020-09-01T13:42:22,,
52245,3,"глубокое, широкое, соленое",2020-09-01T13:42:47,,
52246,3,это такое место где нет конца,2020-09-01T14:00:36,,
52247,3,вода прозрачная видно рыбок хорошая погода,2020-09-01T14:30:38,,
52248,3,озеро надежды озеро смерти и озеро счастье,2020-09-01T14:32:11,,
52249,3,волны красивый бирюзовый цвет,2020-09-01T14:34:02,,
52250,3,красиво тихо спокойно,2020-09-01T14:34:28,,
52251,3,да какая там еще лужа грязная,2020-09-01T14:36:27,,
52252,3,и днем много кто живет в собаке,2020-09-01T14:36:55,,
52253,3,камушки маленький ручеек вдалеке винница лес,2020-09-01T14:37:44,,
52254,3,океан,2020-09-01T14:38:33,,
52255,3,он валяется грязная никогда не моется,2020-09-01T14:38:35,,
52256,3,она глубокая,2020-09-01T14:45:31,,
52257,3,море оно хорошо мне нравится там там хорошо отдыхать и там приятно на солнышке греться и купаться,2020-09-01T14:51:12,,
52258,3,быстро,2020-09-01T14:52:52,,
52259,3,море озеро очень красивая а ты не очень,2020-09-01T14:54:03,,
52260,3,ручей,2020-09-01T14:54:49,,
